dlga_start:dialognotused|error, 
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_3|As you say, {sir/my lady}. But in doing this, we are taking a very great risk. What's in it for us?
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_4|I can give you 100 denars.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6|I can give you 200 denars.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6.1|I can give you 300 denars.
dlga_village_elder_ask_set_fire_3:close_window|Never mind.
dlga_village_elder_ask_set_fire_4:village_elder_talk|This is madness. I cannot take such a risk.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_7|Then let's increase your reward to 200 denars.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6|Then let's increase your reward to 300 denars.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6.1|Then let's increase your reward to 300 denars. This is my last offer.
dlga_village_elder_ask_set_fire_5:close_window|Never mind.
dlga_village_elder_ask_set_fire_6:village_elder_ask_set_fire_9|Very well. You are asking me to take a very great risk, but I will do it. When do you want this fire to start?
dlga_village_elder_ask_set_fire_7:village_elder_talk|I cannot do such a dangerous thing for 200 denars.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_10|Continue with your preparations. One hour from now, I need that fire.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_11|Do this in at the stroke of midnight. I will wait exactly one hour.
dlga_village_elder_ask_set_fire_10:close_window|Very well, {sir/my lady}. We will make our preparations. Now you make yours.
dlga_village_elder_ask_set_fire_11:close_window|As you wish, {sir/my lady}. May the heavens protect you.
dlga_village_elder_talk:village_elder_recruit_start|Are there any lads from this village who might want to seek their fortune in the wars?
dlga_village_elder_talk:close_window|[Leave], 
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2|We have {reg5} heads of cattle, each for {reg6} denars. How many do you want to buy?
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2.1|I am afraid we have no cattle left in the village {sir/madam}.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete|One.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.1|Two.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.2|Three.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.3|Four.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.4|Five.
dlga_village_elder_buy_cattle_2:village_elder_pretalk|Forget it.
dlga_village_elder_buy_cattle_complete:village_elder_pretalk|I will tell the herders to round up the animals and bring them to you, {sir/madam}. I am sure you will be satisfied with your purchase.
dlga_village_elder_recruit_start:village_elder_talk|I don't think anyone would be interested, {sir/madam}. Is there anything else I can do for you?
dlga_village_elder_recruit_start:village_elder_recruit_decision|I can think of {reg5} whom I suspect would jump at the chance. If you could pay 10 denars {reg7?each for their equipment:for his equipment}. Does that suit you?
dlga_village_elder_recruit_decision:village_elder_pretalk|Tell {reg7?them:him} to make ready.
dlga_village_elder_recruit_decision:village_elder_pretalk.1|No, not now.
dlga_village_elder_active_mission_1:village_elder_active_mission_2|Yes {sir/madam}, have you made any progress on it?
dlga_village_elder_active_mission_2:village_elder_deliver_grain_thank|Indeed. I brought you {reg5} packs of grain.
dlga_village_elder_deliver_grain_thank:village_elder_deliver_grain_thank_2|My good {lord/lady}. You have saved us from hunger and desperation. We cannot thank you enough, but you'll always be in our prayers. The village of {s13} will not forget what you have done for us.
dlga_village_elder_deliver_grain_thank_2:village_elder_talk|My good {lord/lady}, please, is there anything I can do for you?
dlga_village_elder_active_mission_2:village_elder_active_mission_3|I am still working on it.
dlga_village_elder_active_mission_2:village_elder_mission_failed|I am afraid I won't be able to finish it.
dlga_village_elder_active_mission_3:village_elder_pretalk|Thank you, {sir/madam}. We are praying for your success everyday.
dlga_village_elder_mission_failed:village_elder_pretalk|Ah, I am sorry to hear that {sir/madam}. I'll try to think of something else.
dlga_village_elder_request_mission_ask:village_elder_pretalk|Well {sir/madam}, you are already engaged with a task helping us. We cannot ask more from you.
dlga_village_elder_request_mission_ask:village_elder_pretalk.1|No {sir/madam}, We don't have any other tasks for you.
dlga_village_elder_request_mission_ask:village_elder_tell_mission|A task?
dlga_village_elder_tell_mission:village_elder_tell_deliver_grain_mission|{My good sir/My good lady}, our village has been going through such hardships lately. The harvest has been bad, and recently some merciless bandits took away our seed grain that we had reserved for the planting season. If we cannot find some grain soon, we will not be able to plant our fields and then we will have nothing to eat for the coming year. If you can help us, we would be indebted to you forever.
dlga_village_elder_tell_deliver_grain_mission:village_elder_tell_deliver_grain_mission_2|Hmmm. How much grain do you need?
dlga_village_elder_tell_deliver_grain_mission:village_elder_deliver_grain_mission_reject|I can't be bothered with this. Ask help from someone else.
dlga_village_elder_tell_deliver_grain_mission_2:village_elder_tell_deliver_grain_mission_3|I think {reg5} packs of grain will let us start the planting. Hopefully, we can find charitable people to help us with the rest.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_accept|Then I will go and find you the grain you need.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_reject|I am afraid I don't have time for this. You'll need to find help elsewhere.
dlga_village_elder_deliver_grain_mission_accept:close_window|Thank you, {sir/madam}. We'll be praying for you night and day.
dlga_village_elder_deliver_grain_mission_reject:close_window|Yes {sir/madam}, of course. I am sorry if I have bothered you with our troubles.
dlga_village_elder_tell_mission:village_elder_tell_train_peasants_against_bandits_mission|We are suffering greatly at the hands of a group of bandits. They take our food and livestock, and kill anyone who doesn't obey them immediately. Our men are angry that we cannot defend ourselves, but we are only simple farmers... However, with some help, I think that some of the people here could be more than that. We just need an experienced warrior to teach us how to fight.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_accept|I can teach you how to defend yourself.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_reject|You peasants have no business taking up arms. Just pay the bandits and be off with it.
dlga_village_elder_train_peasants_against_bandits_mission_accept:close_window|You will? Oh, splendid! We would be deeply indebted to you, {sir/madam}. I'll instruct the village folk to assemble here and receive your training. If you can teach us how to defend ourselves, I promise you'll receive everything we can give you in return for your efforts.
dlga_village_elder_train_peasants_against_bandits_mission_reject:close_window|Yes, of course {sir/madam}. Thank you for your counsel.
dlga_village_elder_tell_mission:village_elder_tell_deliver_cattle_mission|Bandits have driven away our cattle. Our pastures are empty. If we had just a few heads of cattle we could start to raise a herd again.
dlga_village_elder_tell_deliver_cattle_mission:village_elder_tell_deliver_cattle_mission_2|How many animals do you need?
dlga_village_elder_tell_deliver_cattle_mission:village_elder_deliver_cattle_mission_reject|I don't have time for this. Ask help from someone else.
dlga_village_elder_tell_deliver_cattle_mission_2:village_elder_tell_deliver_cattle_mission_3|I think {reg5} heads will suffice for a small herd.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_accept|Then I will bring you the cattle you need.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_reject|I am afraid I don't have time for this. You'll need to find help elsewhere.
dlga_village_elder_deliver_cattle_mission_accept:close_window|Thank you, {sir/madam}. We'll be praying for you night and day.
dlga_village_elder_deliver_cattle_mission_reject:close_window|Yes {sir/madam}, of course. I am sorry if I have bothered you with our troubles.
dlga_village_elder_tell_mission:village_elder_pretalk|Thank you, {sir/madam}, but we do not really need anything right now.
dlga_start:goods_merchant_talk|{My lord/my lady}, you honour my humble shop with your presence.
dlga_start:goods_merchant_talk.1|Welcome {sir/madam}. What can I do for you?
dlga_goods_merchant_pretalk:goods_merchant_talk|Anything else?
dlga_goods_merchant_talk:goods_trade_requested|I want to buy a few items... and perhaps sell some.
dlga_goods_trade_requested:goods_trade_completed|Sure, sure... Here, have a look at my stock...
dlga_goods_trade_completed:goods_merchant_talk|Anything else?
dlga_goods_merchant_talk:trade_info_request|What goods should I buy here to trade with other towns?
dlga_goods_merchant_talk:close_window|Nothing. Thanks.
dlga_trade_info_request:trade_info_request_2|That information can be best obtained from caravan masters and travelling merchants. If you want I can send you to the district where foreign merchants stay at when they come to the town. If you spend some time there and listen to the talk, you can learn a lot about what to buy and where to sell it.
dlga_trade_info_request_2:close_window|Then I'll go and spend some time with these merchants.
dlga_trade_info_request_2:goods_merchant_pretalk|I have no time for this right now.
dlga_start:arena_intro_1.1|Good day friend. If you came to watch the tournaments you came in vain. There won't be a tournament here anytime soon.
dlga_arena_intro_1:arena_intro_2|Tournaments? So they hold the tournaments here...
dlga_arena_intro_2:arena_intro_3|Yes. You should see this place during one of the tournament fights. Everyone from the town and nearby villages comes here. The crowd becomes mad with excitement. Anyway, as I said, there won't be an event here soon, so there isn't much to see. Except, there is an official duel every now and then, and  of course we have melee fights almost every day.
dlga_arena_intro_3:arena_training_melee_intro|Tell me about the melee fights.
dlga_arena_training_melee_intro:arena_training_melee_intro_2|The fighters and knights get bored waiting for the next tournament, so they have invented the training melee. It is a simple idea really. Fighters jump into the arena with a weapon. There are no rules, no teams. Everyone beats at each other until there is only one fighter left standing. Sounds like fun, eh?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_reward|Is there a reward?
dlga_arena_training_melee_intro_reward:arena_training_melee_intro_2|There is, actually. Some of the wealthy townsmen offer prizes for those fighters who show great skill in the fights. If you can beat {reg1} opponents before going down, you'll earn {reg11} denars. You'll get {reg12} denars for striking down at least {reg2} opponents, {reg13} denars if you can defeat {reg3} opponents, and {reg14} denars if you can survive long enough to beat {reg4} opponents. If you can manage to be the last {man/fighter} standing, you'll earn the great prize of the fights, {reg15} denars. Sounds good, eh?
dlga_arena_training_melee_explain_reward:arena_master_melee_pretalk|Some of the wealthy townsmen offer prizes for those fighters who show great skill in the fights. If you can beat {reg1} opponents before going down, you'll earn {reg11} denars. You'll get {reg12} denars for striking down at least {reg2} opponents, {reg13} denars if you can defeat {reg3} opponents, and {reg14} denars if you can survive long enough to beat {reg4} opponents. If you can manage to be the last {man/fighter} standing, you'll earn the great prize of the fights, {reg15} denars. Sounds good, eh?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_3|Can I join too?
dlga_arena_training_melee_intro_3:arena_master_melee_talk|Ha ha. You would have to be out of your mind not to. Of course. The melee fights are open to all. Actually there is going to be a fight soon. You can go and hop in if you want to.
dlga_start:arena_master_intro_1|Hello. You seem to be new here. Care to share your name?
dlga_arena_master_intro_1:arena_master_intro_2|I am {playername}.
dlga_arena_master_intro_2:arena_master_pre_talk|Well met {playername}. I am the master of the tournaments here at {s1}. Talk to me if you want to join the fights.
dlga_start:arena_master_fight_result|.
dlga_arena_master_fight_result:arena_master_pre_talk|Ha-ha, that's quite the bruise you're sporting. But don't worry, everybody gets trounced once in awhile. The important thing is to pick yourself up, dust yourself off and keep fighting. That's what champions do.
dlga_arena_master_fight_result:arena_master_pre_talk.1|Hey, you managed to take down {reg8} opponents. Not bad. But that won't bring you any prize money. Now, if I were you, I would go back there and show everyone what I can do...
dlga_arena_master_fight_result:arena_master_pre_talk.2|You put up quite a good fight there. Good moves. You definitely show promise. And you earned a prize of {reg10} denars for knocking down {reg8} opponents.
dlga_arena_master_fight_result:arena_master_pre_talk.3|That was a good fight you put up there. You managed to take down no less than {reg8} opponents. And of course, you earned a prize money of {reg10} denars.
dlga_arena_master_fight_result:arena_master_pre_talk.4|Your performance was amazing! You are without doubt a very skilled fighter. Not everyone can knock down {reg8} people in the fights. Of course you deserve a prize with that performance: {reg10} denars. Nothinge, eh?
dlga_arena_master_fight_result:arena_master_pre_talk.5|That was damned good fighting, {playername}. You have very good moves, excellent tactics. And you earned a prize of {reg10} denars for knocking down {reg8} opponents.
dlga_arena_master_fight_result:arena_master_pre_talk.6|Congratulations champion! Your fight there was something to remember! You managed to be the last fighter standing beating down everyone else. And of course you won the grand prize of the fights: {reg10} denars.
dlga_start:arena_master_pre_talk|Hello {playername}. Good to see you again.
dlga_arena_master_pre_talk:arena_master_talk|What would you like to do?
dlga_arena_master_talk:arena_master_melee_pretalk|About the melee fights...
dlga_arena_master_talk:arena_master_ask_tournaments|Will there be a tournament in nearby towns soon?
dlga_arena_master_talk:close_window|I need to leave now. Good bye.
dlga_arena_master_ask_tournaments:arena_master_talk|{reg2?There won't be any tournaments any time soon.:{reg1?Tournaments are:A tournament is} going to be held at {s15}.}, 
dlga_arena_master_melee_pretalk:arena_master_melee_talk|There will be a fight here soon. You can go and jump in if you like.
dlga_arena_master_melee_talk:close_window|Good. That's what I am going to do.
dlga_arena_master_melee_talk:arena_master_melee_reject|Thanks. But I will give my bruises some time to heal.
dlga_arena_master_melee_reject:arena_master_pre_talk|Good {man/girl}. That's clever of you.
dlga_arena_master_melee_talk:arena_training_melee_explain_reward|Actually, can you tell me about the rewards again?
dlga_kosciuszko_quest:close_window.3|You are not ready for new orders yet.
dlga_start:galeas_talk|Hello {boy/girl}. If you have any prisoners, I will be happy to buy them from you.
dlga_galeas_talk:galeas_sell_prisoners|Then you'd better bring your purse. I have got prisoners to sell.
dlga_galeas_talk:close_window|Not this time. Good-bye.
dlga_galeas_sell_prisoners:galeas_sell_prisoners_2|Let me see what you have...
dlga_galeas_sell_prisoners_2:close_window|You take more prisoners, bring them to me. I will pay well.
dlga_bandit_introduce:bandit_talk|{s5}, 
dlga_bandit_talk:close_window|I'll give you nothing but cold steel, you scum!
dlga_bandit_talk:bandit_barter|There's no need to fight. I can pay for free passage.
dlga_bandit_barter:bandit_barter_2|Silver without blood, that's our favourite kind! Hmm, having a look at you, I reckon you could easily come up with {reg5} denars. Pay it, and we'll let you be on your way.
dlga_bandit_barter_2:bandit_barter_3a|Very well, take it.
dlga_bandit_barter_2:bandit_barter_3b|I don't have that much money with me, 
dlga_bandit_barter_3b:close_window|That's too bad. I guess we'll just have to sell you into slavery. Take {him/her}, lads!
dlga_bandit_barter:close_window|Hey, I've heard of you! You slaughter us freebooters like dogs, and now you expect us to let you go for a few stinking coins? Forget it. You gave us no quarter, and you'll get none from us.
dlga_bandit_barter_3a:close_window|Heh, that wasn't so hard, was it? All right, we'll let you go now. Be off.
dlga_start:bandit_meet|Eh? What is it?
dlga_bandit_meet:bandit_attack|Your luck has run out, wretch. Prepare to die!
dlga_bandit_attack:close_window|{s5}, 
dlga_bandit_meet:close_window|Never mind, I have no business with you.
dlga_start:disbanded_troop_ask|Do you want us to follow you?
dlga_disbanded_troop_ask:disbanded_troop_join|Yes. Let us ride together.
dlga_disbanded_troop_ask:close_window|No. Not at this time.
dlga_disbanded_troop_join:close_window|Unfortunately, you do not have room in your party for us.
dlga_disbanded_troop_join:close_window.1|We are at your command.
dlga_start:enemy_talk_1|You will not capture me again. Not this time.
dlga_enemy_talk_1:enemy_talk_2|You don't have a chance against me. Give up.
dlga_enemy_talk_2:close_window|I will give up when you are dead!
dlga_start:party_encounter_routed_agents_are_caught|I beg you, please leave us alone.
dlga_party_encounter_routed_agents_are_caught:party_encounter_routed_agents_are_caught2|Do you think you can run away from me? You will be my prisoner or die!
dlga_party_encounter_routed_agents_are_caught:close_window|Ok. We'll leave you in peace for this time, do not face with us again.
dlga_party_encounter_routed_agents_are_caught2:close_window|Haven't you got any mercy? Ok, we will fight you to the last man!
dlga_party_encounter_routed_agents_are_caught2:close_window.1|{s1}, 
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws|Hmmm. 10 denars for each looter makes {reg1} denars for all {reg0} of them.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.1|Let me see. You've brought {reg0} bandits, so 20 denars for each comes up to {reg1} denars.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.2|Well well, you've captured {reg0} brigands. Each one is worth 30 denars, so I'll give you {reg1} for them in total.
dlga_sell_prisoner_outlaws:close_window|I suppose that'll be all, then.
dlga_prisoner_chat:prisoner_chat_2|Do not try running away or trying something stupid. I will be watching you.
dlga_prisoner_chat_2:close_window|No, I swear I won't.
dlga_start:town_merchant_talk|Greetings, {your lordship/my lady}. How can I serve you today?
dlga_start:town_merchant_talk.1|Good day. What can I do for you?
dlga_town_merchant_talk:trade_requested_weapons|I want to buy a new weapon. Show me your wares.
dlga_town_merchant_talk:trade_requested_armor|I am looking for some equipment. Show me what you have.
dlga_town_merchant_talk:trade_requested_horse|I am thinking of buying a horse.
dlga_trade_requested_weapons:merchant_trade|Ah, yes {sir/madam}. These arms are the best you'll find anywhere.
dlga_trade_requested_armor:merchant_trade|Of course, {sir/madam}. You won't find better quality armour than these in all Calradia.
dlga_trade_requested_horse:merchant_trade|You have a fine eye for horses, {sir/madam}. You won't find better beasts than these anywhere else.
dlga_merchant_trade:town_merchant_talk|Anything else?
dlga_town_merchant_talk:merchant_gossip|Tell me. What are people talking about these days?
dlga_merchant_gossip:town_merchant_talk|Well, nothing new lately. Prices, weather, the war, the same old things.
dlga_town_merchant_talk:close_window|Good-bye.
dlga_start:town_dweller_talk|My {lord/lady}?
dlga_start:town_dweller_talk.1|Good day, {sir/madam}.
dlga_town_dweller_talk:town_dweller_ask_fugitive|I am looking for a man by the name of {s4}. I was told he may be hiding here.
dlga_town_dweller_ask_fugitive:close_window|Strangers come and go to our village, {sir/madam}. If he is hiding here, you will surely find him if you look around.
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town_ask_item|Pardon me, but is that a {s5} you're wearing?
dlga_town_dweller_quest_meet_spy_in_enemy_town_ask_item:town_dweller_talk|{s6}, 
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town|{s4}, 
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_know|{s4}, 
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_dont_know|Eh? What kind of gibberish is that?
dlga_town_dweller_quest_meet_spy_in_enemy_town_dont_know:close_window|Never mind.
dlga_town_dweller_quest_meet_spy_in_enemy_town_know:town_dweller_quest_meet_spy_in_enemy_town_chat|{s4} sent me to collect your reports. Do you have them with you?
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat:town_dweller_quest_meet_spy_in_enemy_town_chat_2|I've been expecting you. Here they are, make sure they reach {s4} intact and without delay.
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat_2:close_window|Farewell.
dlga_start:ataman_1|Eh? Whaddya want here? Came here to spy, huh?! .
dlga_ataman_1:ataman_2|I'm here on orders.
dlga_ataman_2:ataman_3|Whodda thunk, they sent a Pole here. Eugh.
dlga_ataman_3:close_window|And I am supposed to give good boys under your command, huh? Ha-ha, no way.
dlga_start:ataman_10|Hail {playername}, need men as usual, hm?^ I have a bunch here you can take.
dlga_ataman_10:close_window|end, 
dlga_ataman_10:ataman_quest_fail|Look, mister... I can't do that quest., 
dlga_ataman_10:ataman_quest|Just here for the quest, mister.
dlga_ataman_10:ataman_11|{s0} ({reg0} zlotys for each one), 
dlga_ataman_10:close_window.1|No need at the moment, farewell.
dlga_ataman_11:ataman_11_|How many you need?
dlga_ataman_11_:ataman_12|1 ({reg0} zlotys), 
dlga_ataman_11_:ataman_12.1|5 ({reg0} zlotys), 
dlga_ataman_11_:ataman_12.2|10 ({reg0} zlotys), 
dlga_ataman_11_:close_window|That's enough.
dlga_ataman_12:ataman_11_|{reg0}, 
dlga_ataman_12:ataman_10|You don't have enough money.
dlga_ataman_10:close_window.2|I have no need for them right now, farewell.
dlga_ataman_11_:ataman_12.3|5 ({reg0} zlotys), 
dlga_ataman_11_:ataman_12.4|10 ({reg0} zlotys), 
dlga_egzekucja_quest_end:egzekucja_quest_end2|Is he alive?!
dlga_egzekucja_quest_end2:martinovics_next_quest|Poor man lost his consciousness, but he's breathing. Don't worry about him, before a day passes he'll be yearning to be back in the saddle.
dlga_ataman_quest_fail:close_window|I knew you were useless for that! Bloody moron!
dlga_ataman_quest:egzekucja_quest_give|You should know, my friend is having trouble. He got into a fight with a Russian officer in an inn, a colonel at that, and beat the bastard into unconsciousness... Allegedly he went unharmed, but the guards threw him into jail and sentenced him to death as an example.
dlga_egzekucja_quest_give:egzekucja_quest_give2|He's a fool, bu he's a friend nonetheless, so I ought to help him in need. Execution for the enjoyment of the common folk will take place in three days, in Debrecen. Go there and bribe the commanding officer. He's cunning and as greedy for money as a hunting dog for a rabbit.
dlga_egzekucja_quest_give2:close_window|Here's 700 zlotys, that should suffice. As soon as you get it done, grab him by the head and get him here. I'll make sure he won't beat up the wrong person again.
dlga_ataman_quest:close_window|{playername}, my scouts report, that near the village of {s20} there is a small enemy patrol. Find them and kill them to a man, so that they won't spot our camp and bring a tsarist expedition upon us.
dlga_ataman_quest:close_window.1|Deliver Weapons 2, 
dlga_ataman_quest:close_window.2|Desertion, 
dlga_ataman_quest:close_window.3|Deliver Weapons, 
dlga_ataman_quest:close_window.4|Marauders' Gold, 
dlga_ataman_quest:close_window.5|Manifestoes, 
dlga_ataman_quest:close_window.6|A Thousand Times A Traitor, 
dlga_ataman_quest:close_window.7|That's all I've got for now, come by later.
dlga_town_dweller_talk:town_dweller_ask_info|What can you tell me about this village?
dlga_town_dweller_talk:town_dweller_ask_info.1|What can you tell me about this town?
dlga_town_dweller_ask_info:close_window|{s10} {s11}, 
dlga_town_dweller_talk:town_dweller_ask_situation|How is life here?
dlga_town_dweller_ask_situation:town_dweller_poor|Disaster has struck my family, {sir/madam}. We have no land of our own, and the others have no money to pay for our labor, or even to help us. My poor children lie at home hungry and sick. I don't know what we'll do.
dlga_town_dweller_ask_situation:town_dweller_poor.1|My life is miserable, {sir/madam}. I haven't been able to find a job for months, and my poor children go to bed hungry each night. My neighbours are too poor themselves to help me.
dlga_town_dweller_poor:town_dweller_poor_paid|Then take these 300 denars. I hope this will help you and your family.
dlga_town_dweller_poor:town_dweller_poor_not_paid|Then clearly you must travel somewhere else, or learn another trade.
dlga_town_dweller_poor_not_paid:close_window|Yes {sir/madam}. I will do as you say.
dlga_town_dweller_poor_paid:close_window|{My lord/My good lady}.  You are so good and generous. I will tell everyone how you helped us.
dlga_town_dweller_ask_situation:close_window|Thank you for your kindness {sir/madam}. With your help our lives will be better. I will pray for you everyday.
dlga_town_dweller_ask_situation:town_dweller_talk|Times are hard, {sir/madam}. We work hard all day and yet we go to sleep hungry most nights.
dlga_town_dweller_ask_situation:town_dweller_talk.1|Times are hard, {sir/madam}. But we must count our blessings.
dlga_town_dweller_ask_situation:town_dweller_talk.2|We are not doing too badly {sir/madam}. We must count our blessings.
dlga_town_dweller_talk:town_dweller_ask_trade|What is your trade?
dlga_town_dweller_ask_trade:town_dweller_talk|{s14}, 
dlga_town_dweller_talk:town_dweller_ask_rumor|What is the latest rumor around here?
dlga_town_dweller_ask_rumor:town_dweller_talk|I don't know anything that would be of interest to you.
dlga_town_dweller_ask_rumor:town_dweller_talk.1|{s61}, 
dlga_town_dweller_ask_rumor:town_dweller_talk.2|I haven't heard anything interesting lately.
dlga_town_dweller_talk:close_window|[Leave], 
dlga_start:player_castle_guard_talk|Yes {sir/madam}?
dlga_player_castle_guard_talk:player_castle_guard_talk_2|How goes the watch, soldier?
dlga_player_castle_guard_talk_2:player_castle_guard_talk_3|All is quiet {sir/madam}. Nothing to report.
dlga_player_castle_guard_talk_3:close_window|Good. Keep your eyes open.
dlga_start:close_window.101|Good day, {sir/madame}. Always an honor to have you here in {s10}.
dlga_start:close_window.102|Mind your manners within the walls and we'll have no trouble.
dlga_start:hall_guard_talk|Your orders, {my lord/my lady}?
dlga_start:close_window.103|We are not supposed to talk while on guard, {sir/madam}.
dlga_hall_guard_talk:hall_guard_duty|Stay on duty and let me know if anyone comes to see me.
dlga_hall_guard_duty:close_window|Yes, {my lord/my lady}. As you wish.
dlga_hall_guard_talk:hall_guard_arrest|I want you to arrest this man immediately!
dlga_hall_guard_arrest:hall_guard_arrest_2|Who do you want arrested {sir/madam}?
dlga_hall_guard_arrest_2:close_window|Ah, never mind my high spirits lads.
dlga_hall_guard_arrest_2:close_window.1|Forget it. I will find another way to deal with this.
dlga_enemy_defeated:close_window|Arggh! I hate this.
dlga_party_relieved:close_window|Thank you for helping us against those bastards.
dlga_start:battle_reason_stated|I will drink from your skull!
dlga_member_chat:regular_member_talk|Your orders {sir/madam}?
dlga_regular_member_talk:view_regular_char_requested|Tell me about yourself, 
dlga_view_regular_char_requested:do_regular_member_view_char|Aye {sir/madam}. Let me tell you all there is to know about me.
dlga_do_regular_member_view_char:regular_member_talk|Anything else?
dlga_regular_member_talk:close_window|Nothing. Keep moving.
dlga_start:party_encounter_hostile_attacker|You have no chance against us. Surrender now or we will kill you all...
dlga_party_encounter_hostile_attacker:close_window|We will fight you to the end!
dlga_party_encounter_hostile_attacker:close_window.1|Don't attack! We surrender.
dlga_start:party_encounter_hostile_defender|What do you want?
dlga_party_encounter_hostile_defender:party_encounter_hostile_ultimatum_surrender|Surrender or die!
dlga_party_encounter_hostile_ultimatum_surrender:close_window|{s43}, 
dlga_party_encounter_hostile_defender:close_window|Nothing. We'll leave you in peace.
dlga_merchant_end:close_window|Heh! I must really be in a tight spot, to place my hopes in a passing stranger. However, something about you tells me that my trust is not misplaced. Now, go see if you can round up some volunteers.
dlga_start:merchant_quest_4e|{s3}{s2}, 
dlga_merchant_quest_4e:merchant_finale|{s1}, 
dlga_merchant_quest_4e:merchant_finale.1|The Heavens alone grant us victory.
dlga_merchant_quest_4e:merchant_finale.2|I'm glad to see that you're alive, too.
dlga_merchant_finale:close_window|Yes, yes... Now, a couple of my boys have the watch captain pinned down in a back room, with a knife at his throat. I''ll need to go drag him before {s5} and explain what this breach of the peace is all about. You don't need to be part of that, though. I'll tell you what -- if all goes well, I'll meet you in the tavern again shortly, and let you know how it all came out. If you don't see me in the tavern, but instead see my head on a spike over the city gate, I'll assume you know enough to stay out of town for a while and forget this whole episode ever happened. So -- hopefully we'll meet again!
dlga_start:merchant_quest_1_prologue_1|{s1}, 
dlga_merchant_quest_1_prologue_1:merchant_quest_1_prologue_2|We've always had brigands in the hills, driven to banditry by war, debt, or love of violence. Recently, however, they've been getting bolder -- leaving their camps in the wild and venturing into town, looking for unwary prey. The watch commander tells us it's because of all the fighting on the frontiers -- fewer men to keep an eye on the streets -- but I'm not sure what to make of that. It seems to me that the most logical explanation is that these bandits have an ally inside the walls, who helps them enter unnoticed and helps them identify particularly tempting targets... Last week, you see, they took my brother.
dlga_merchant_quest_1_prologue_2:merchant_quest_1_prologue_3|I don't know what my brother was thinking -- a lad from a prominent house, out alone after dark in times like these... Well, I suppose you were too, but you're a stranger here, and didn't know how bad things have become. He had no such excuse. But he's family, so what can you do? If you don't protect your kin, then people will start thinking that you can't protect your investements, either, and I can't have that... No doubt the gang will soon send word about a ransom, but I don't care to pay it.
dlga_merchant_quest_1_prologue_3:merchant_quest_1a|So here's my proposition. You look like you've had a bit of experience with a blade -- and more importantly, you must have a bit of fire in your belly, or you wouldn't be coming to Calradia to seek your fortune. So here's what I'm asking you to do: gather a small party, track down these bandits to their lair, teach them a lesson they won't forget, and get my brother back safe. In return, you'll earn my lasting gratitude and a bit of silver. What do you say?
dlga_merchant_quest_1a:merchant_quest_1b|I am interested.
dlga_merchant_quest_1a:close_window|I am not interested, have more important business to do.
dlga_merchant_quest_1b:merchant_quest_1c|You won't be able to do this by yourself, though. If you try and take on the whole gang singlehandedly, the hunter will become the hunted, I'll warrant. You'll first want to round up a group of volunteers. There's always a few lads in the villages around here, looking for a bit of work that's more interesting than tilling the soil or hauling water. They'll follow you if you pay. So... Take this purse of 100 denars. Consider it an advance on your reward. Go round to the villages, and use the money to hire some help. I'll reckon that you need at least five men to take on these bandits.
dlga_merchant_quest_1c:merchant_quest_1d|Very good, sir. I'll go collect some men from around the villages.
dlga_merchant_quest_1d:close_window|Good. You can find me again in the tavern here in {s1} after you've got your group together. Then we'll speak about what we do next.
